id,title,genres,overview,cast,director,runtime,language,rating
6691,Dust,Drama|Western,"A Drama, Western movie titled Dust.",,,,,
6692,Stoked: The Rise and Fall of Gator,Documentary,A Documentary movie titled Stoked: The Rise and Fall of Gator.,,,,,
6695,Jeepers Creepers 2,Horror|Thriller,"A Horror, Thriller movie titled Jeepers Creepers 2.",,,,,
6696,Bollywood/Hollywood,Comedy|Drama|Musical|Romance,"A Comedy, Drama, Musical, Romance movie titled Bollywood/Hollywood.",,,,,
6699,Once Upon a Time in the Midlands,Drama,A Drama movie titled Once Upon a Time in the Midlands.,,,,,
6702,Dickie Roberts: Former Child Star,Comedy,A Comedy movie titled Dickie Roberts: Former Child Star.,,,,,
6705,Party Monster,Comedy|Crime|Drama|Thriller,"A Comedy, Crime, Drama, Thriller movie titled Party Monster.",,,,,
6706,Taking Sides,Drama,A Drama movie titled Taking Sides.,,,,,
6707,Cabin Fever,Horror|Thriller,"A Horror, Thriller movie titled Cabin Fever.",,,,,
6708,Matchstick Men,Comedy|Crime|Drama,"A Comedy, Crime, Drama movie titled Matchstick Men.",,,,,
6709,Once Upon a Time in Mexico,Action|Adventure|Crime|Thriller,"A Action, Adventure, Crime, Thriller movie titled Once Upon a Time in Mexico.",,,,,
6710,Dummy,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Dummy.",,,,,
6711,Lost in Translation,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Lost in Translation.",,,,,
6713,Millennium Actress (Sennen joyû),Animation|Drama|Romance,"A Animation, Drama, Romance movie titled Millennium Actress (Sennen joyû).",,,,,
6715,Children of the Night,Horror,A Horror movie titled Children of the Night.,,,,,
6718,Gotcha!,Comedy,A Comedy movie titled Gotcha!.,,,,,
6720,Kuffs,Action|Comedy|Crime,"A Action, Comedy, Crime movie titled Kuffs.",,,,,
6721,Once Upon a Time in China (Wong Fei Hung),Action|Adventure|Drama,"A Action, Adventure, Drama movie titled Once Upon a Time in China (Wong Fei Hung).",,,,,
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),Action|Romance,"A Action, Romance movie titled Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung).",,,,,
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba),Action,A Action movie titled Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba).,,,,,
6724,Paper Moon,Comedy|Crime|Drama,"A Comedy, Crime, Drama movie titled Paper Moon.",,,,,
6731,Day of the Dead,Horror|Sci-Fi|Thriller,"A Horror, Sci-Fi, Thriller movie titled Day of the Dead.",,,,,
6732,"Hello, Dolly!",Comedy|Musical|Romance,"A Comedy, Musical, Romance movie titled Hello, Dolly!.",,,,,
6734,Memoirs of an Invisible Man,Comedy|Romance|Sci-Fi|Thriller,"A Comedy, Romance, Sci-Fi, Thriller movie titled Memoirs of an Invisible Man.",,,,,
6744,Once Bitten,Comedy|Horror,"A Comedy, Horror movie titled Once Bitten.",,,,,
6746,Squirm,Horror|Romance,"A Horror, Romance movie titled Squirm.",,,,,
6748,"Brood, The",Horror,"A Horror movie titled Brood, The.",,,,,
6750,Anything Else,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Anything Else.",,,,,
6751,Cold Creek Manor,Drama|Thriller,"A Drama, Thriller movie titled Cold Creek Manor.",,,,,
6752,"Fighting Temptations, The",Drama,"A Drama movie titled Fighting Temptations, The.",,,,,
6753,Secondhand Lions,Children|Comedy|Drama,"A Children, Comedy, Drama movie titled Secondhand Lions.",,,,,
6754,Underworld,Action|Fantasy|Horror,"A Action, Fantasy, Horror movie titled Underworld.",,,,,
6755,Bubba Ho-tep,Comedy|Horror,"A Comedy, Horror movie titled Bubba Ho-tep.",,,,,
6760,In This World,Adventure|Drama,"A Adventure, Drama movie titled In This World.",,,,,
6763,Duplex,Comedy|Crime,"A Comedy, Crime movie titled Duplex.",,,,,
6764,"Rundown, The",Action|Adventure|Comedy,"A Action, Adventure, Comedy movie titled Rundown, The.",,,,,
6765,Under the Tuscan Sun,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Under the Tuscan Sun.",,,,,
6768,Luther,Drama,A Drama movie titled Luther.,,,,,
6769,Mambo Italiano,Comedy,A Comedy movie titled Mambo Italiano.,,,,,
6770,My Life Without Me,Drama|Romance,"A Drama, Romance movie titled My Life Without Me.",,,,,
6772,To Be and to Have (Être et avoir),Documentary,A Documentary movie titled To Be and to Have (Être et avoir).,,,,,
6773,"Triplets of Belleville, The (Les triplettes de Belleville)",Animation|Comedy|Fantasy,"A Animation, Comedy, Fantasy movie titled Triplets of Belleville, The (Les triplettes de Belleville).",,,,,
6774,Videodrome,Fantasy|Horror|Sci-Fi|Thriller,"A Fantasy, Horror, Sci-Fi, Thriller movie titled Videodrome.",,,,,
6775,Life and Debt,Documentary,A Documentary movie titled Life and Debt.,,,,,
6776,Lagaan: Once Upon a Time in India,Comedy|Drama|Musical|Romance,"A Comedy, Drama, Musical, Romance movie titled Lagaan: Once Upon a Time in India.",,,,,
6777,Judgment at Nuremberg,Drama,A Drama movie titled Judgment at Nuremberg.,,,,,
6780,"Brief History of Time, A",Documentary,"A Documentary movie titled Brief History of Time, A.",,,,,
6782,Leningrad Cowboys Go America,Comedy|Musical,"A Comedy, Musical movie titled Leningrad Cowboys Go America.",,,,,
6783,"Rules of the Game, The (La règle du jeu)",Comedy|Drama,"A Comedy, Drama movie titled Rules of the Game, The (La règle du jeu).",,,,,
6785,Seven Brides for Seven Brothers,Comedy|Musical|Romance|Western,"A Comedy, Musical, Romance, Western movie titled Seven Brides for Seven Brothers.",,,,,
6786,Kiss of the Spider Woman,Drama,A Drama movie titled Kiss of the Spider Woman.,,,,,
6787,All the President's Men,Drama|Thriller,"A Drama, Thriller movie titled All the President's Men.",,,,,
6788,Angie,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Angie.",,,,,
6789,"Apartment, The (Appartement, L')",Drama|Mystery|Romance,"A Drama, Mystery, Romance movie titled Apartment, The (Appartement, L').",,,,,
6790,Avalon,Drama|Fantasy|Sci-Fi,"A Drama, Fantasy, Sci-Fi movie titled Avalon.",,,,,
6791,Babette's Feast (Babettes gæstebud),Drama,A Drama movie titled Babette's Feast (Babettes gæstebud).,,,,,
6793,Beethoven,Children|Comedy|Drama,"A Children, Comedy, Drama movie titled Beethoven.",,,,,
6794,Beethoven's 2nd,Children|Comedy,"A Children, Comedy movie titled Beethoven's 2nd.",,,,,
6796,Boyz N the Hood,Crime|Drama,"A Crime, Drama movie titled Boyz N the Hood.",,,,,
6797,Bugsy,Crime|Drama,"A Crime, Drama movie titled Bugsy.",,,,,
6798,Bugsy Malone,Children|Comedy|Crime|Musical,"A Children, Comedy, Crime, Musical movie titled Bugsy Malone.",,,,,
6800,Cobra,Action|Crime,"A Action, Crime movie titled Cobra.",,,,,
6803,Phenomena (a.k.a. Creepers),Horror|Mystery|Thriller,"A Horror, Mystery, Thriller movie titled Phenomena (a.k.a. Creepers).",,,,,
6804,Crimewave,Comedy|Crime,"A Comedy, Crime movie titled Crimewave.",,,,,
6807,Monty Python's The Meaning of Life,Comedy,A Comedy movie titled Monty Python's The Meaning of Life.,,,,,
6808,Where Eagles Dare,Action|Adventure|War,"A Action, Adventure, War movie titled Where Eagles Dare.",,,,,
6809,Tightrope,Thriller,A Thriller movie titled Tightrope.,,,,,
6810,Sleeping with the Enemy,Drama|Thriller,"A Drama, Thriller movie titled Sleeping with the Enemy.",,,,,
6811,PCU,Comedy,A Comedy movie titled PCU.,,,,,
6812,"Rookie, The",Action|Comedy|Thriller,"A Action, Comedy, Thriller movie titled Rookie, The.",,,,,
6814,City Heat,Action|Comedy,"A Action, Comedy movie titled City Heat.",,,,,
6816,Three O'Clock High,Comedy,A Comedy movie titled Three O'Clock High.,,,,,
6817,"White Hunter, Black Heart",Adventure|Drama,"A Adventure, Drama movie titled White Hunter, Black Heart.",,,,,
6818,Come and See (Idi i smotri),Drama|War,"A Drama, War movie titled Come and See (Idi i smotri).",,,,,
6820,Ginger Snaps,Drama|Horror|Thriller,"A Drama, Horror, Thriller movie titled Ginger Snaps.",,,,,
6821,More American Graffiti,Comedy,A Comedy movie titled More American Graffiti.,,,,,
6827,It's Pat,Comedy,A Comedy movie titled It's Pat.,,,,,
6832,Regarding Henry,Drama,A Drama movie titled Regarding Henry.,,,,,
6835,Alien Contamination,Action|Horror|Sci-Fi,"A Action, Horror, Sci-Fi movie titled Alien Contamination.",,,,,
6836,"Amazing Transparent Man, The",Sci-Fi,"A Sci-Fi movie titled Amazing Transparent Man, The.",,,,,
6837,Love Affair,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Love Affair.",,,,,
6849,Scrooge,Drama|Fantasy|Musical,"A Drama, Fantasy, Musical movie titled Scrooge.",,,,,
6850,Leap of Faith,Comedy|Drama,"A Comedy, Drama movie titled Leap of Faith.",,,,,
6851,"Gas, Food, Lodging",Drama|Romance,"A Drama, Romance movie titled Gas, Food, Lodging.",,,,,
6852,In Cold Blood,Crime|Drama,"A Crime, Drama movie titled In Cold Blood.",,,,,
6853,Campus Man,Comedy,A Comedy movie titled Campus Man.,,,,,
6856,Yankee Doodle Dandy,Drama|Musical,"A Drama, Musical movie titled Yankee Doodle Dandy.",,,,,
6857,Ninja Scroll (Jûbei ninpûchô),Action|Adventure|Animation|Fantasy,"A Action, Adventure, Animation, Fantasy movie titled Ninja Scroll (Jûbei ninpûchô).",,,,,
6858,Knife in the Water (Nóz w wodzie),Drama,A Drama movie titled Knife in the Water (Nóz w wodzie).,,,,,
6860,Mobsters,Crime|Drama,"A Crime, Drama movie titled Mobsters.",,,,,
6862,Out of Time,Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled Out of Time.",,,,,
6863,School of Rock,Comedy|Musical,"A Comedy, Musical movie titled School of Rock.",,,,,
6867,"Station Agent, The",Comedy|Drama,"A Comedy, Drama movie titled Station Agent, The.",,,,,
6868,Wonderland,Crime|Drama|Mystery|Thriller,"A Crime, Drama, Mystery, Thriller movie titled Wonderland.",,,,,
6869,Bus 174 (Ônibus 174),Crime|Documentary,"A Crime, Documentary movie titled Bus 174 (Ônibus 174).",,,,,
6870,Mystic River,Crime|Drama|Mystery,"A Crime, Drama, Mystery movie titled Mystic River.",,,,,
6872,"House of the Dead, The",Action|Horror,"A Action, Horror movie titled House of the Dead, The.",,,,,
6873,Intolerable Cruelty,Comedy|Romance,"A Comedy, Romance movie titled Intolerable Cruelty.",,,,,
6874,Kill Bill: Vol. 1,Action|Crime|Thriller,"A Action, Crime, Thriller movie titled Kill Bill: Vol. 1.",,,,,
6879,Runaway Jury,Drama|Thriller,"A Drama, Thriller movie titled Runaway Jury.",,,,,
6880,"Texas Chainsaw Massacre, The",Horror,"A Horror movie titled Texas Chainsaw Massacre, The.",,,,,
6881,Pieces of April,Comedy|Drama,"A Comedy, Drama movie titled Pieces of April.",,,,,
6882,Returner (Ritaanaa),Action|Adventure|Sci-Fi,"A Action, Adventure, Sci-Fi movie titled Returner (Ritaanaa).",,,,,
6883,Sylvia,Drama|Romance,"A Drama, Romance movie titled Sylvia.",,,,,
6884,Veronica Guerin,Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled Veronica Guerin.",,,,,
6885,In the Cut,Crime|Drama|Mystery|Romance|Thriller,"A Crime, Drama, Mystery, Romance, Thriller movie titled In the Cut.",,,,,
6886,Beyond Borders,Drama|Romance|War,"A Drama, Romance, War movie titled Beyond Borders.",,,,,
6887,Radio,Drama,A Drama movie titled Radio.,,,,,
6888,Scary Movie 3,Comedy|Horror,"A Comedy, Horror movie titled Scary Movie 3.",,,,,
6889,Brother Bear,Adventure|Animation|Children,"A Adventure, Animation, Children movie titled Brother Bear.",,,,,
6890,Elephant,Drama,A Drama movie titled Elephant.,,,,,
6893,"Italian Job, The",Action|Comedy|Crime,"A Action, Comedy, Crime movie titled Italian Job, The.",,,,,
6898,Sweet Sixteen,Drama,A Drama movie titled Sweet Sixteen.,,,,,
6899,Alien from L.A.,Sci-Fi,A Sci-Fi movie titled Alien from L.A..,,,,,
6902,Interstate 60,Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,"A Adventure, Comedy, Drama, Fantasy, Mystery, Sci-Fi, Thriller movie titled Interstate 60.",,,,,
6909,"Eye, The (Gin gwai) (Jian gui)",Thriller,"A Thriller movie titled Eye, The (Gin gwai) (Jian gui).",,,,,
6911,"Jolson Story, The",Musical,"A Musical movie titled Jolson Story, The.",,,,,
6912,You'll Never Get Rich,Comedy|Musical|Romance,"A Comedy, Musical, Romance movie titled You'll Never Get Rich.",,,,,
6918,"Unvanquished, The (Aparajito)",Drama,"A Drama movie titled Unvanquished, The (Aparajito).",,,,,
6920,"Cercle Rouge, Le (Red Circle, The)",Crime|Thriller,"A Crime, Thriller movie titled Cercle Rouge, Le (Red Circle, The).",,,,,
6927,"Human Stain, The",Drama|Romance|Thriller,"A Drama, Romance, Thriller movie titled Human Stain, The.",,,,,
6932,Shattered Glass,Crime|Drama,"A Crime, Drama movie titled Shattered Glass.",,,,,
6934,"Matrix Revolutions, The",Action|Adventure|Sci-Fi|Thriller|IMAX,"A Action, Adventure, Sci-Fi, Thriller, IMAX movie titled Matrix Revolutions, The.",,,,,
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup)",Documentary,"A Documentary movie titled Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup).",,,,,
6936,Elf,Children|Comedy|Fantasy,"A Children, Comedy, Fantasy movie titled Elf.",,,,,
6938,Billabong Odyssey,Documentary,A Documentary movie titled Billabong Odyssey.,,,,,
6939,Gloomy Sunday (Ein Lied von Liebe und Tod),Drama|Romance,"A Drama, Romance movie titled Gloomy Sunday (Ein Lied von Liebe und Tod).",,,,,
6942,Love Actually,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Love Actually.",,,,,
6944,Father of the Bride,Comedy,A Comedy movie titled Father of the Bride.,,,,,
6945,My Architect: A Son's Journey,Documentary,A Documentary movie titled My Architect: A Son's Journey.,,,,,
6946,Looney Tunes: Back in Action,Action|Animation|Children|Fantasy,"A Action, Animation, Children, Fantasy movie titled Looney Tunes: Back in Action.",,,,,
6947,Master and Commander: The Far Side of the World,Adventure|Drama|War,"A Adventure, Drama, War movie titled Master and Commander: The Far Side of the World.",,,,,
6948,Tupac: Resurrection,Documentary,A Documentary movie titled Tupac: Resurrection.,,,,,
6949,"Big Empty, The",Comedy|Mystery|Sci-Fi,"A Comedy, Mystery, Sci-Fi movie titled Big Empty, The.",,,,,
6950,"Missing, The",Adventure|Thriller|Western,"A Adventure, Thriller, Western movie titled Missing, The.",,,,,
6951,"Cat in the Hat, The",Children|Comedy,"A Children, Comedy movie titled Cat in the Hat, The.",,,,,
6952,Gothika,Horror|Thriller,"A Horror, Thriller movie titled Gothika.",,,,,
6953,21 Grams,Crime|Drama|Mystery|Romance|Thriller,"A Crime, Drama, Mystery, Romance, Thriller movie titled 21 Grams.",,,,,
6954,"Barbarian Invasions, The (Les invasions barbares)",Comedy|Crime|Drama|Mystery|Romance,"A Comedy, Crime, Drama, Mystery, Romance movie titled Barbarian Invasions, The (Les invasions barbares).",,,,,
6957,Bad Santa,Comedy|Crime,"A Comedy, Crime movie titled Bad Santa.",,,,,
6958,"Haunted Mansion, The",Children|Comedy|Fantasy|Horror,"A Children, Comedy, Fantasy, Horror movie titled Haunted Mansion, The.",,,,,
6959,Timeline,Action|Adventure|Sci-Fi,"A Action, Adventure, Sci-Fi movie titled Timeline.",,,,,
6961,Damage (Fatale),Drama,A Drama movie titled Damage (Fatale).,,,,,
6962,OT: Our Town,Documentary,A Documentary movie titled OT: Our Town.,,,,,
6963,Devil's Playground,Documentary,A Documentary movie titled Devil's Playground.,,,,,
6965,Journeys with George,Documentary,A Documentary movie titled Journeys with George.,,,,,
6966,Darkman,Action|Crime|Fantasy|Sci-Fi|Thriller,"A Action, Crime, Fantasy, Sci-Fi, Thriller movie titled Darkman.",,,,,
6967,Dead of Night,Horror|Mystery,"A Horror, Mystery movie titled Dead of Night.",,,,,
6969,"Dernier Combat, Le (Last Battle, The)",Drama|Sci-Fi,"A Drama, Sci-Fi movie titled Dernier Combat, Le (Last Battle, The).",,,,,
6970,Desk Set,Comedy|Romance,"A Comedy, Romance movie titled Desk Set.",,,,,
6971,Europa (Zentropa),Drama|Thriller,"A Drama, Thriller movie titled Europa (Zentropa).",,,,,
6973,Final Analysis,Drama|Romance|Thriller,"A Drama, Romance, Thriller movie titled Final Analysis.",,,,,
6974,"Freshman, The",Comedy|Crime,"A Comedy, Crime movie titled Freshman, The.",,,,,
6975,Funny Games,Drama|Horror|Thriller,"A Drama, Horror, Thriller movie titled Funny Games.",,,,,
6978,Slacker,Comedy|Drama,"A Comedy, Drama movie titled Slacker.",,,,,
6979,WarGames,Drama|Sci-Fi|Thriller,"A Drama, Sci-Fi, Thriller movie titled WarGames.",,,,,
6981,"Ordet (Word, The)",Drama,"A Drama movie titled Ordet (Word, The).",,,,,
6982,Forbidden Games (Jeux interdits),Drama|War,"A Drama, War movie titled Forbidden Games (Jeux interdits).",,,,,
6983,Jane Eyre,Drama|Romance,"A Drama, Romance movie titled Jane Eyre.",,,,,
6984,"Tale of Two Cities, A",Drama,"A Drama movie titled Tale of Two Cities, A.",,,,,
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La)",Drama,"A Drama movie titled Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La).",,,,,
6986,Ben-Hur: A Tale of the Christ,Adventure|Drama|Romance,"A Adventure, Drama, Romance movie titled Ben-Hur: A Tale of the Christ.",,,,,
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das)",Crime|Fantasy|Horror,"A Crime, Fantasy, Horror movie titled Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das).",,,,,
6989,Gorky Park,Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled Gorky Park.",,,,,
6990,The Great Train Robbery,Action|Adventure|Comedy|Crime|Drama,"A Action, Adventure, Comedy, Crime, Drama movie titled The Great Train Robbery.",,,,,
6992,Guarding Tess,Comedy|Drama,"A Comedy, Drama movie titled Guarding Tess.",,,,,
6993,Hannah and Her Sisters,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Hannah and Her Sisters.",,,,,
6994,"Hard Way, The",Action|Comedy,"A Action, Comedy movie titled Hard Way, The.",,,,,
6996,Highlander II: The Quickening,Action|Sci-Fi,"A Action, Sci-Fi movie titled Highlander II: The Quickening.",,,,,
6997,Hoffa,Crime|Drama,"A Crime, Drama movie titled Hoffa.",,,,,
6998,House of Cards,Drama,A Drama movie titled House of Cards.,,,,,
6999,Housesitter,Comedy|Romance,"A Comedy, Romance movie titled Housesitter.",,,,,
7000,Hudson Hawk,Action|Adventure|Comedy,"A Action, Adventure, Comedy movie titled Hudson Hawk.",,,,,
7001,Invasion of the Body Snatchers,Horror|Mystery|Sci-Fi|Thriller,"A Horror, Mystery, Sci-Fi, Thriller movie titled Invasion of the Body Snatchers.",,,,,
7004,Kindergarten Cop,Action|Comedy|Crime|Thriller,"A Action, Comedy, Crime, Thriller movie titled Kindergarten Cop.",,,,,
7005,King Ralph,Comedy,A Comedy movie titled King Ralph.,,,,,
7007,"Last Boy Scout, The",Action|Comedy|Crime|Drama|Thriller,"A Action, Comedy, Crime, Drama, Thriller movie titled Last Boy Scout, The.",,,,,
7008,Last Tango in Paris (Ultimo tango a Parigi),Drama|Romance,"A Drama, Romance movie titled Last Tango in Paris (Ultimo tango a Parigi).",,,,,
7009,Lorenzo's Oil,Drama,A Drama movie titled Lorenzo's Oil.,,,,,
7010,"Lover, The (Amant, L')",Drama|Romance,"A Drama, Romance movie titled Lover, The (Amant, L').",,,,,
7012,Mr. Destiny,Comedy|Fantasy,"A Comedy, Fantasy movie titled Mr. Destiny.",,,,,
7013,"Night of the Hunter, The",Drama|Film-Noir|Thriller,"A Drama, Film-Noir, Thriller movie titled Night of the Hunter, The.",,,,,
7015,Only the Lonely,Comedy|Romance,"A Comedy, Romance movie titled Only the Lonely.",,,,,
7016,Over the Top,Action|Drama,"A Action, Drama movie titled Over the Top.",,,,,
7017,Passenger 57,Action|Thriller,"A Action, Thriller movie titled Passenger 57.",,,,,
7018,Presumed Innocent,Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled Presumed Innocent.",,,,,
7019,Project X,Comedy|Drama,"A Comedy, Drama movie titled Project X.",,,,,
7020,Proof,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Proof.",,,,,
7022,Battle Royale (Batoru rowaiaru),Action|Drama|Horror|Thriller,"A Action, Drama, Horror, Thriller movie titled Battle Royale (Batoru rowaiaru).",,,,,
7023,"Wedding Banquet, The (Xi yan)",Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Wedding Banquet, The (Xi yan).",,,,,
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)",Drama,"A Drama movie titled Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma).",,,,,
7025,"Midnight Clear, A",Drama|War,"A Drama, War movie titled Midnight Clear, A.",,,,,
7026,Summer School,Comedy,A Comedy movie titled Summer School.,,,,,
7027,Silverado,Action|Western,"A Action, Western movie titled Silverado.",,,,,
7028,Quick Change,Comedy|Crime,"A Comedy, Crime movie titled Quick Change.",,,,,
7030,Radio Flyer,Drama,A Drama movie titled Radio Flyer.,,,,,
7031,"Real McCoy, The",Action|Crime|Drama|Thriller,"A Action, Crime, Drama, Thriller movie titled Real McCoy, The.",,,,,
7032,Revenge,Drama|Romance|Thriller,"A Drama, Romance, Thriller movie titled Revenge.",,,,,
7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success)",Comedy|Romance,"A Comedy, Romance movie titled Secret of My Succe$s, The (a.k.a. The Secret of My Success).",,,,,
7034,Show Me Love (Fucking Åmål),Drama|Romance,"A Drama, Romance movie titled Show Me Love (Fucking Åmål).",,,,,
7036,Teen Wolf,Comedy|Fantasy,"A Comedy, Fantasy movie titled Teen Wolf.",,,,,
7037,High Heels (Tacones lejanos),Comedy|Drama,"A Comedy, Drama movie titled High Heels (Tacones lejanos).",,,,,
7038,Things You Can Tell Just by Looking at Her,Drama|Romance,"A Drama, Romance movie titled Things You Can Tell Just by Looking at Her.",,,,,
7040,To Live and Die in L.A.,Action|Crime|Drama|Thriller,"A Action, Crime, Drama, Thriller movie titled To Live and Die in L.A..",,,,,
7041,Trapped in Paradise,Comedy|Crime,"A Comedy, Crime movie titled Trapped in Paradise.",,,,,
7044,Wild at Heart,Crime|Drama|Mystery|Romance|Thriller,"A Crime, Drama, Mystery, Romance, Thriller movie titled Wild at Heart.",,,,,
7045,"Witches, The",Children|Fantasy,"A Children, Fantasy movie titled Witches, The.",,,,,
7046,"Witches of Eastwick, The",Comedy|Fantasy|Horror|Thriller,"A Comedy, Fantasy, Horror, Thriller movie titled Witches of Eastwick, The.",,,,,
7047,Year of the Dragon,Action|Crime|Drama,"A Action, Crime, Drama movie titled Year of the Dragon.",,,,,
7048,Nothing to Lose,Action|Adventure|Comedy|Crime,"A Action, Adventure, Comedy, Crime movie titled Nothing to Lose.",,,,,
7049,Flying Down to Rio,Comedy|Musical|Romance,"A Comedy, Musical, Romance movie titled Flying Down to Rio.",,,,,
7050,Follow the Fleet,Comedy|Musical|Romance,"A Comedy, Musical, Romance movie titled Follow the Fleet.",,,,,
7051,"What's New, Pussycat",Comedy,"A Comedy movie titled What's New, Pussycat.",,,,,
7052,Mary of Scotland,Drama,A Drama movie titled Mary of Scotland.,,,,,
7053,Roberta,Comedy|Musical|Romance,"A Comedy, Musical, Romance movie titled Roberta.",,,,,
7054,Little Women,Drama,A Drama movie titled Little Women.,,,,,
7055,Swing Time,Comedy|Musical|Romance,"A Comedy, Musical, Romance movie titled Swing Time.",,,,,
7056,"Public Enemy, The",Action|Crime|Drama,"A Action, Crime, Drama movie titled Public Enemy, The.",,,,,
7057,"Midsummer Night's Dream, A",Comedy|Fantasy|Romance,"A Comedy, Fantasy, Romance movie titled Midsummer Night's Dream, A.",,,,,
7058,Life with Father,Comedy,A Comedy movie titled Life with Father.,,,,,
7059,National Velvet,Children|Drama,"A Children, Drama movie titled National Velvet.",,,,,
7060,Jesus Christ Superstar,Drama|Musical,"A Drama, Musical movie titled Jesus Christ Superstar.",,,,,
7061,Dark Victory,Drama|Romance,"A Drama, Romance movie titled Dark Victory.",,,,,
7062,Birdman of Alcatraz,Drama,A Drama movie titled Birdman of Alcatraz.,,,,,
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",Adventure|Drama,"A Adventure, Drama movie titled Aguirre: The Wrath of God (Aguirre, der Zorn Gottes).",,,,,
7064,Beauty and the Beast (La belle et la bête),Drama|Fantasy,"A Drama, Fantasy movie titled Beauty and the Beast (La belle et la bête).",,,,,
7065,"Birth of a Nation, The",Drama|War,"A Drama, War movie titled Birth of a Nation, The.",,,,,
7067,Juliet of the Spirits (Giulietta degli spiriti),Comedy|Drama|Fantasy|Romance,"A Comedy, Drama, Fantasy, Romance movie titled Juliet of the Spirits (Giulietta degli spiriti).",,,,,
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The)",Drama,"A Drama movie titled Macbeth (a.k.a. Tragedy of Macbeth, The).",,,,,
7070,Red River,Action|Adventure|Western,"A Action, Adventure, Western movie titled Red River.",,,,,
7071,"Woman Under the Influence, A",Drama,"A Drama movie titled Woman Under the Influence, A.",,,,,
7072,Stagecoach,Action|Drama|Romance|Western,"A Action, Drama, Romance, Western movie titled Stagecoach.",,,,,
7073,"Shot in the Dark, A",Comedy|Crime|Mystery,"A Comedy, Crime, Mystery movie titled Shot in the Dark, A.",,,,,
7074,"Navigator, The",Comedy,"A Comedy movie titled Navigator, The.",,,,,
7075,"Court Jester, The",Adventure|Comedy|Musical,"A Adventure, Comedy, Musical movie titled Court Jester, The.",,,,,
7076,Bullitt,Action|Crime|Drama|Thriller,"A Action, Crime, Drama, Thriller movie titled Bullitt.",,,,,
7078,Jezebel,Drama,A Drama movie titled Jezebel.,,,,,
7079,"Hunchback of Notre Dame, The",Drama,"A Drama movie titled Hunchback of Notre Dame, The.",,,,,
7080,42nd Street,Drama|Musical|Romance,"A Drama, Musical, Romance movie titled 42nd Street.",,,,,
7082,That Touch of Mink,Comedy|Romance,"A Comedy, Romance movie titled That Touch of Mink.",,,,,
7083,Sweet Dreams,Drama,A Drama movie titled Sweet Dreams.,,,,,
7084,"Play It Again, Sam",Comedy|Romance,"A Comedy, Romance movie titled Play It Again, Sam.",,,,,
7085,Send Me No Flowers,Comedy|Romance,"A Comedy, Romance movie titled Send Me No Flowers.",,,,,
7086,Pygmalion,Comedy|Drama,"A Comedy, Drama movie titled Pygmalion.",,,,,
7087,"Passage to India, A",Adventure|Drama,"A Adventure, Drama movie titled Passage to India, A.",,,,,
7088,Black Orpheus (Orfeu Negro),Drama|Romance,"A Drama, Romance movie titled Black Orpheus (Orfeu Negro).",,,,,
7089,Amarcord,Comedy|Drama,"A Comedy, Drama movie titled Amarcord.",,,,,
7090,Hero (Ying xiong),Action|Adventure|Drama,"A Action, Adventure, Drama movie titled Hero (Ying xiong).",,,,,
7091,Horse Feathers,Comedy,A Comedy movie titled Horse Feathers.,,,,,
7092,Anna Karenina,Drama|Romance,"A Drama, Romance movie titled Anna Karenina.",,,,,
7093,"Front Page, The",Comedy,"A Comedy movie titled Front Page, The.",,,,,
7096,Rivers and Tides,Documentary,A Documentary movie titled Rivers and Tides.,,,,,
